student_id,gender,race_ethnicity,parental_education,lunch,test_preparation,math_score,reading_score,writing_score,grade
533,male,group C,associate's degree,standard,completed,88,86,73,A
534,female,group D,some high school,standard,none,52,44,49,F
535,male,group A,master's degree,free/reduced,none,77,72,83,B
536,male,group C,associate's degree,free/reduced,none,77,59,56,C
537,female,group D,bachelor's degree,standard,completed,47,40,36,F
538,male,group D,some college,standard,completed,76,88,71,B
539,male,group D,some high school,standard,none,74,71,64,C
540,female,group C,some college,standard,none,56,77,54,C
541,female,group D,some college,free/reduced,none,37,40,29,F
542,female,group B,some college,standard,none,74,73,73,B
543,female,group C,some college,free/reduced,completed,44,54,46,F
544,female,group B,high school,standard,none,57,32,63,D
545,male,group C,some college,standard,none,59,62,61,C
546,male,group C,some college,standard,none,71,70,71,B
547,male,group B,master's degree,standard,completed,66,81,50,C
548,male,group D,high school,free/reduced,none,45,58,53,D
549,female,group C,some college,standard,completed,68,56,63,C
550,male,group B,high school,free/reduced,none,70,82,66,B
551,male,group B,associate's degree,free/reduced,none,91,85,95,A
552,male,group C,some college,standard,completed,44,38,40,F
553,male,group C,associate's degree,standard,none,67,69,79,B
554,female,group C,master's degree,standard,completed,59,58,74,C
555,male,group B,high school,standard,none,75,89,80,A
556,male,group D,associate's degree,free/reduced,completed,50,56,42,F
557,male,group E,some high school,standard,completed,57,61,36,D
558,female,group C,high school,free/reduced,completed,53,64,65,C
559,female,group D,some college,standard,none,59,71,60,C
560,female,group D,some high school,standard,completed,72,79,62,B
561,male,group E,associate's degree,free/reduced,completed,71,85,81,B
562,male,group D,associate's degree,standard,none,62,69,53,C
563,female,group E,associate's degree,free/reduced,none,37,43,37,F
564,female,group E,some college,standard,completed,78,89,80,A
565,female,group D,associate's degree,free/reduced,none,56,57,46,D
566,female,group C,some college,free/reduced,completed,79,77,74,B
567,female,group A,some high school,free/reduced,completed,51,71,64,C
568,male,group A,some high school,standard,none,36,57,43,F
569,male,group C,associate's degree,free/reduced,none,56,58,69,C
570,female,group C,master's degree,standard,none,87,79,93,A
571,male,group C,some high school,free/reduced,none,57,73,58,C
572,female,group C,associate's degree,standard,completed,66,74,41,C
573,female,group C,bachelor's degree,standard,none,52,57,43,D
574,female,group D,bachelor's degree,standard,none,91,84,92,A
575,female,group B,associate's degree,standard,completed,54,59,40,D
576,female,group B,associate's degree,standard,none,51,53,50,D
577,female,group D,associate's degree,free/reduced,completed,73,65,74,B
578,female,group D,bachelor's degree,standard,none,37,43,56,F
579,female,group E,high school,free/reduced,none,74,76,65,B
580,male,group E,bachelor's degree,standard,none,74,69,65,C
581,female,group E,some high school,free/reduced,completed,75,83,71,B
582,female,group C,bachelor's degree,free/reduced,completed,75,87,76,B
583,male,group C,some high school,standard,completed,65,75,62,C
584,male,group B,high school,free/reduced,completed,46,46,59,D
585,female,group C,some high school,free/reduced,completed,60,69,52,C
586,female,group E,some college,free/reduced,completed,47,51,51,F
587,male,group C,some college,standard,none,67,55,70,C
588,male,group C,high school,standard,completed,79,84,71,B
589,male,group C,some college,free/reduced,completed,84,83,88,A
590,male,group B,some college,standard,completed,73,98,72,A
591,female,group B,bachelor's degree,free/reduced,none,74,87,79,B
592,male,group A,bachelor's degree,standard,none,61,69,63,C
593,male,group E,associate's degree,free/reduced,completed,57,61,61,D
594,female,group C,high school,standard,none,67,69,59,C
595,male,group D,high school,standard,none,54,46,49,F
596,male,group D,bachelor's degree,free/reduced,completed,71,53,81,C
597,female,group B,some high school,free/reduced,none,39,34,50,F
598,female,group B,some college,free/reduced,none,42,45,35,F
599,female,group D,master's degree,free/reduced,none,73,51,72,C
600,female,group B,master's degree,standard,none,81,73,53,C
601,male,group E,some college,standard,none,45,46,42,F
602,female,group B,associate's degree,standard,completed,79,75,85,B
603,female,group D,some college,standard,completed,59,54,58,D
604,female,group D,bachelor's degree,standard,completed,72,68,71,B
605,female,group B,some high school,free/reduced,completed,83,98,48,B
606,female,group B,high school,standard,none,72,78,66,B
607,female,group E,associate's degree,standard,completed,81,73,80,B
608,male,group B,high school,standard,none,89,85,88,A
609,female,group C,associate's degree,standard,none,51,53,62,D
610,male,group C,some college,standard,completed,52,47,51,F
611,female,group B,bachelor's degree,free/reduced,completed,56,50,55,D
612,female,group D,bachelor's degree,standard,none,61,72,47,D
613,female,group D,some college,standard,completed,32,33,36,F
614,female,group C,bachelor's degree,free/reduced,none,57,48,45,F
615,male,group D,high school,standard,none,52,54,35,F
616,female,group B,some college,free/reduced,none,67,68,55,C
617,female,group A,high school,standard,none,65,46,79,C
618,male,group C,bachelor's degree,standard,none,56,57,54,D
619,male,group E,bachelor's degree,standard,none,74,82,73,B
620,male,group A,bachelor's degree,free/reduced,none,71,75,64,C
621,female,group B,bachelor's degree,standard,none,53,77,36,D
622,female,group C,master's degree,standard,completed,68,80,76,B
623,female,group D,high school,standard,none,27,47,12,F
624,male,group A,master's degree,free/reduced,completed,54,84,50,C
625,female,group C,associate's degree,free/reduced,none,46,57,48,D
626,male,group D,some college,standard,none,61,63,63,C
627,female,group C,associate's degree,free/reduced,completed,50,62,45,D
628,male,group B,some college,free/reduced,none,47,44,31,F
629,female,group B,high school,standard,none,42,47,38,F
630,female,group C,high school,standard,none,63,57,55,D
631,female,group C,some high school,standard,none,66,70,57,C
632,female,group D,some college,free/reduced,none,61,55,71,C
633,male,group D,bachelor's degree,standard,none,65,58,52,D
634,male,group D,associate's degree,standard,none,39,47,46,F
635,male,group E,some college,standard,completed,58,58,60,D
636,male,group C,some college,standard,none,54,37,65,D
637,female,group C,some college,free/reduced,none,49,37,50,F
638,female,group E,high school,standard,completed,68,56,74,C
639,female,group B,bachelor's degree,free/reduced,none,81,70,75,B
640,female,group D,high school,standard,none,72,75,74,B
641,female,group D,associate's degree,standard,none,47,52,35,F
642,female,group A,bachelor's degree,standard,none,75,84,46,C
643,male,group C,associate's degree,free/reduced,none,67,74,69,C
644,male,group B,bachelor's degree,standard,none,53,66,59,D
645,female,group B,high school,standard,none,73,78,75,B
646,female,group C,bachelor's degree,free/reduced,completed,65,67,59,C
647,male,group B,associate's degree,standard,completed,48,62,65,D
648,female,group D,bachelor's degree,standard,none,72,80,65,B
649,female,group E,associate's degree,standard,none,65,69,68,C
650,male,group D,bachelor's degree,free/reduced,none,57,71,64,C
651,male,group B,master's degree,standard,completed,74,49,88,B
652,female,group B,some college,standard,completed,56,55,54,D
653,female,group B,bachelor's degree,standard,none,74,70,65,C
654,male,group B,associate's degree,standard,none,61,73,46,D
655,female,group E,some college,standard,none,62,78,77,B
656,male,group C,bachelor's degree,standard,completed,77,61,78,B
657,female,group B,some college,standard,completed,50,67,57,D
658,male,group D,associate's degree,standard,none,49,40,82,D
659,female,group C,high school,free/reduced,none,22,17,33,F
660,male,group A,high school,standard,none,68,65,53,C
661,male,group B,bachelor's degree,standard,completed,54,53,53,D
662,female,group D,some college,free/reduced,completed,64,49,53,D
663,male,group D,some college,free/reduced,none,61,68,57,C
664,male,group B,high school,free/reduced,none,64,71,59,C
665,male,group E,some college,standard,none,42,56,40,F
666,female,group D,bachelor's degree,standard,none,64,60,49,D
667,female,group D,bachelor's degree,standard,completed,97,92,100,A
668,female,group B,some high school,standard,none,86,83,84,A
669,male,group A,associate's degree,standard,completed,84,98,77,A
670,male,group D,some college,standard,none,65,37,72,D
671,male,group C,associate's degree,standard,none,47,40,54,F
672,female,group D,some college,standard,none,71,70,72,B
673,female,group D,some college,standard,none,58,48,65,D
674,female,group B,some college,standard,none,68,65,68,C
675,female,group D,associate's degree,free/reduced,completed,55,55,63,D
676,male,group E,some college,free/reduced,none,52,48,61,D
677,female,group D,some college,standard,none,62,63,63,C
678,female,group C,bachelor's degree,standard,none,69,75,65,C
679,male,group E,associate's degree,standard,none,69,66,83,B
680,male,group C,some college,standard,completed,58,55,54,D
681,male,group D,bachelor's degree,free/reduced,completed,47,48,54,F
682,male,group D,bachelor's degree,standard,none,89,86,87,A
683,male,group D,high school,standard,completed,100,78,86,A
684,male,group B,associate's degree,standard,completed,76,79,65,B
685,female,group B,high school,standard,completed,47,45,46,F
686,male,group B,associate's degree,standard,none,50,65,47,D
687,male,group C,high school,standard,none,68,74,52,C
688,female,group C,associate's degree,free/reduced,none,77,87,67,B
689,female,group C,high school,standard,completed,49,42,54,F
690,female,group C,some college,standard,completed,65,62,77,C
691,male,group D,master's degree,standard,none,71,58,74,C
692,female,group E,some college,standard,none,73,65,44,C
693,male,group B,bachelor's degree,standard,completed,67,79,72,B
694,male,group D,master's degree,standard,completed,52,69,48,D
695,female,group D,bachelor's degree,free/reduced,none,69,57,72,C
696,female,group C,high school,standard,completed,84,77,79,B
697,female,group B,bachelor's degree,standard,none,64,64,61,C
698,female,group D,some high school,standard,none,66,72,64,C
699,female,group E,some college,standard,none,53,37,54,F
700,male,group D,bachelor's degree,standard,completed,59,44,73,D
701,male,group E,associate's degree,free/reduced,completed,79,82,75,B
702,male,group E,associate's degree,standard,none,68,48,77,C
703,male,group C,some college,standard,none,67,62,75,C
704,female,group D,bachelor's degree,free/reduced,none,83,82,85,A
705,male,group C,associate's degree,standard,none,46,53,31,F
706,female,group E,some college,standard,none,52,53,65,D
707,female,group A,bachelor's degree,standard,none,67,63,61,C
708,female,group C,high school,free/reduced,none,47,58,57,D
709,male,group E,high school,standard,none,72,74,60,C
710,male,group B,associate's degree,free/reduced,none,54,49,43,F
711,female,group D,master's degree,free/reduced,completed,55,57,76,C
712,female,group C,high school,free/reduced,none,56,61,47,D
713,female,group E,high school,free/reduced,none,58,76,70,C
714,female,group E,high school,free/reduced,completed,76,82,74,B
715,female,group C,bachelor's degree,free/reduced,none,66,78,61,C
716,male,group D,high school,free/reduced,none,62,57,61,D
717,female,group C,some college,free/reduced,none,60,56,47,D
718,male,group C,master's degree,free/reduced,none,60,59,60,D
719,female,group D,some high school,free/reduced,none,44,46,36,F
720,female,group D,associate's degree,standard,none,66,56,61,C
721,female,group A,some college,standard,none,55,69,65,C
722,male,group B,bachelor's degree,standard,none,90,95,87,A
723,male,group D,some college,free/reduced,none,75,71,57,C
724,female,group C,some college,standard,none,69,75,76,B
725,male,group C,high school,free/reduced,none,61,64,61,C
726,male,group A,associate's degree,free/reduced,none,56,65,51,D
727,male,group C,bachelor's degree,free/reduced,completed,48,37,58,F
728,male,group D,high school,standard,none,57,57,56,D
729,male,group A,some college,free/reduced,none,57,58,46,D
730,female,group C,bachelor's degree,free/reduced,none,63,70,81,B
731,male,group E,some high school,free/reduced,none,62,56,61,D
732,male,group A,high school,free/reduced,completed,76,50,72,C
733,male,group D,associate's degree,standard,none,52,43,50,F
734,male,group B,some college,standard,none,50,52,64,D
735,male,group D,high school,standard,completed,89,86,78,A
736,female,group D,some college,free/reduced,completed,74,90,56,B
737,male,group E,high school,standard,completed,61,68,54,C
738,male,group B,some college,free/reduced,none,53,56,68,D
739,male,group C,associate's degree,free/reduced,none,55,56,64,D
740,male,group D,associate's degree,standard,none,62,74,59,C
741,male,group B,some high school,standard,none,67,61,79,C
742,male,group B,bachelor's degree,standard,none,100,94,99,A
743,female,group A,high school,free/reduced,completed,65,54,61,D
744,male,group E,bachelor's degree,standard,none,75,88,70,B
745,female,group D,some college,standard,none,35,44,43,F
746,female,group D,bachelor's degree,free/reduced,none,53,48,46,F
747,male,group D,high school,standard,none,78,75,74,B
748,male,group C,high school,free/reduced,none,61,67,64,C
749,female,group C,some college,standard,completed,1,8,0,F
750,female,group C,some high school,standard,none,70,64,66,C
751,male,group D,high school,standard,none,89,79,80,A
752,male,group B,associate's degree,standard,none,32,41,48,F
753,male,group E,bachelor's degree,standard,none,88,81,64,B
754,male,group D,some high school,free/reduced,none,13,17,19,F
755,female,group C,bachelor's degree,standard,completed,86,70,76,B
756,male,group C,bachelor's degree,standard,none,65,66,74,C
757,male,group B,bachelor's degree,standard,none,30,34,36,F
758,female,group E,associate's degree,standard,completed,76,71,91,B
759,male,group E,associate's degree,free/reduced,none,74,75,78,B
760,male,group E,some college,standard,completed,72,79,65,B
761,female,group C,associate's degree,free/reduced,none,66,73,67,C
762,male,group B,bachelor's degree,standard,none,59,66,56,C
763,male,group B,high school,standard,completed,39,41,52,F
764,male,group A,some college,standard,none,70,64,55,C
765,female,group B,some high school,standard,none,86,73,73,B
766,male,group A,master's degree,free/reduced,none,80,72,81,B
767,male,group E,some college,standard,completed,37,42,54,F
768,male,group A,associate's degree,standard,none,39,35,21,F
769,male,group B,bachelor's degree,free/reduced,none,47,51,63,D
770,female,group D,master's degree,standard,completed,51,44,51,F
771,male,group C,high school,free/reduced,completed,63,47,44,D
772,female,group D,bachelor's degree,free/reduced,none,66,74,35,D
773,female,group D,bachelor's degree,free/reduced,none,39,38,28,F
774,female,group E,some high school,free/reduced,none,67,59,65,C
775,male,group D,bachelor's degree,free/reduced,none,69,58,67,C
776,female,group C,some college,standard,none,52,58,60,D
777,female,group D,associate's degree,free/reduced,none,54,70,50,D
778,male,group C,some college,standard,none,31,32,26,F
779,female,group C,high school,free/reduced,none,50,50,48,F
780,female,group C,high school,free/reduced,completed,62,73,62,C
781,male,group B,high school,standard,none,63,45,65,D
782,female,group D,high school,free/reduced,completed,68,87,59,B
783,male,group B,associate's degree,free/reduced,completed,68,92,75,B
784,female,group B,some college,standard,none,56,31,51,F
785,female,group B,high school,standard,completed,71,69,60,C
786,male,group D,associate's degree,free/reduced,completed,79,70,70,B
787,female,group C,associate's degree,free/reduced,none,56,55,68,D
788,male,group D,associate's degree,standard,completed,74,69,70,B
789,female,group D,master's degree,standard,none,65,73,57,C
790,female,group A,some college,free/reduced,completed,52,53,63,D
791,male,group D,bachelor's degree,standard,none,73,63,92,B
792,male,group C,some high school,standard,none,52,52,56,D
793,male,group B,associate's degree,standard,none,68,73,79,B
794,male,group D,master's degree,standard,completed,75,62,82,B
795,male,group E,bachelor's degree,standard,none,60,45,54,D
796,male,group C,associate's degree,free/reduced,none,52,74,54,D
797,male,group C,associate's degree,standard,none,54,49,42,F
798,male,group B,some college,free/reduced,none,30,34,34,F
799,female,group C,associate's degree,standard,completed,75,70,66,B
800,female,group D,bachelor's degree,standard,completed,75,79,68,B
801,female,group D,master's degree,standard,none,81,97,69,A
802,male,group D,some college,standard,none,52,60,51,D
803,female,group B,some high school,standard,none,88,70,88,A
804,female,group D,associate's degree,standard,none,56,44,56,D
805,male,group D,high school,standard,completed,54,52,37,F
806,male,group D,high school,standard,completed,52,52,46,F
807,female,group A,some college,free/reduced,none,29,17,20,F
808,male,group C,associate's degree,standard,none,85,90,82,A
809,female,group C,high school,free/reduced,none,76,64,78,B
810,female,group A,high school,free/reduced,none,64,79,66,C
811,male,group B,some high school,standard,none,47,68,42,D
812,male,group C,bachelor's degree,standard,completed,99,92,94,A
813,female,group D,associate's degree,standard,none,57,63,53,D
814,female,group B,some high school,standard,completed,63,51,51,D
815,male,group D,some high school,standard,none,82,86,85,A
816,female,group C,associate's degree,standard,none,72,66,78,B
817,female,group D,high school,standard,none,93,78,96,A
818,female,group C,associate's degree,standard,none,66,63,59,C
819,female,group C,some college,free/reduced,none,49,47,63,D
820,male,group D,bachelor's degree,free/reduced,none,51,50,48,F
821,male,group E,high school,free/reduced,completed,34,48,46,F
822,female,group C,associate's degree,standard,none,58,51,53,D
823,male,group C,some high school,standard,completed,84,99,77,A
824,female,group C,master's degree,standard,completed,84,68,55,C
825,female,group D,master's degree,free/reduced,none,63,80,59,C
826,male,group A,associate's degree,standard,none,47,40,51,F
827,female,group C,some college,standard,none,63,64,58,C
828,male,group C,high school,standard,none,75,69,90,B
829,female,group E,bachelor's degree,free/reduced,completed,73,69,59,C
830,male,group C,associate's degree,standard,completed,72,79,64,B
831,female,group C,high school,standard,none,48,66,41,D
832,female,group E,some college,standard,none,73,84,65,B
833,male,group C,some college,standard,completed,20,23,38,F
834,female,group B,bachelor's degree,standard,completed,78,78,89,A
835,female,group B,associate's degree,standard,none,100,87,85,A
836,female,group A,associate's degree,standard,completed,46,39,42,F
837,female,group A,associate's degree,free/reduced,none,53,44,43,F
838,female,group C,high school,standard,none,60,57,73,C
839,male,group D,some college,free/reduced,none,48,53,62,D
840,female,group D,some high school,standard,none,76,55,72,C
841,male,group A,bachelor's degree,free/reduced,completed,74,72,57,C
842,female,group C,some college,standard,none,62,78,49,C
843,female,group B,some college,free/reduced,none,67,78,67,B
844,male,group E,high school,standard,none,60,55,65,D
845,male,group B,high school,free/reduced,none,100,81,71,A
846,female,group D,associate's degree,standard,none,64,69,60,C
847,male,group C,high school,free/reduced,none,58,36,75,D
848,female,group D,some high school,free/reduced,completed,36,52,39,F
849,male,group C,bachelor's degree,standard,none,57,56,72,C
850,female,group D,some college,standard,completed,84,100,86,A
851,male,group B,some college,standard,none,40,27,33,F
852,male,group E,some college,standard,completed,35,49,37,F
853,female,group C,bachelor's degree,standard,completed,72,70,68,C
854,female,group D,some college,standard,none,81,76,67,B
855,male,group D,bachelor's degree,standard,none,66,52,55,D
856,male,group E,master's degree,standard,completed,70,75,83,B
857,female,group B,associate's degree,free/reduced,none,29,41,25,F
858,female,group B,some college,standard,none,67,85,76,B
859,male,group B,associate's degree,free/reduced,none,67,77,61,C
860,female,group B,some college,standard,none,33,32,38,F
861,female,group C,some college,standard,none,77,65,79,B
862,female,group E,some college,standard,completed,78,63,68,C
863,female,group E,some college,free/reduced,none,72,86,75,B
864,female,group C,high school,standard,completed,76,67,52,C
865,male,group D,some college,free/reduced,completed,72,86,74,B
866,female,group D,high school,standard,none,68,73,42,C
867,female,group E,some college,standard,none,73,75,68,B
868,female,group B,associate's degree,standard,none,35,37,49,F
869,male,group C,master's degree,standard,none,45,55,54,D
870,male,group D,some high school,standard,none,49,51,38,F
871,female,group C,associate's degree,standard,none,60,57,48,D
872,male,group C,some college,standard,none,66,73,58,C
873,female,group E,some high school,standard,completed,72,70,71,B
874,male,group E,high school,standard,none,77,67,53,C
875,female,group E,high school,free/reduced,none,72,77,69,B
876,female,group D,high school,standard,none,47,49,53,F
877,male,group B,high school,standard,none,64,69,60,C
878,male,group C,some college,free/reduced,completed,49,47,56,D
879,female,group C,some college,standard,none,57,46,60,D
880,female,group C,some high school,standard,none,65,83,59,C
881,male,group C,high school,free/reduced,none,4,29,0,F
882,female,group D,some high school,free/reduced,none,91,96,86,A
883,female,group C,associate's degree,free/reduced,none,65,61,54,D
884,male,group D,some college,standard,none,51,50,47,F
885,male,group C,associate's degree,free/reduced,completed,93,100,91,A
886,male,group C,high school,standard,completed,62,59,76,C
887,male,group B,some high school,free/reduced,none,57,52,57,D
888,male,group B,master's degree,free/reduced,completed,63,82,68,B
889,male,group D,high school,free/reduced,none,80,78,62,B
890,female,group C,high school,standard,completed,65,83,66,B
891,male,group B,high school,standard,none,62,49,61,D
892,female,group D,master's degree,free/reduced,none,81,84,89,A
893,male,group C,associate's degree,standard,none,71,91,63,B
894,male,group A,associate's degree,standard,none,61,62,58,C
895,female,group C,master's degree,free/reduced,completed,87,81,92,A
896,female,group B,some high school,standard,none,98,82,89,A
897,male,group D,master's degree,standard,none,73,83,59,B
898,male,group B,high school,standard,none,62,55,87,C
899,male,group A,associate's degree,standard,completed,72,70,59,C
900,female,group A,some college,standard,completed,87,72,81,B
901,male,group C,some college,standard,none,51,69,56,D
902,male,group A,master's degree,free/reduced,none,59,72,62,C
903,male,group D,high school,free/reduced,none,32,37,36,F
904,female,group B,master's degree,standard,completed,57,47,56,D
905,female,group C,some college,standard,completed,59,76,57,C
906,female,group C,associate's degree,free/reduced,none,56,54,46,D
907,female,group C,master's degree,free/reduced,completed,97,81,100,A
908,male,group A,some high school,free/reduced,none,63,46,60,D
909,male,group D,bachelor's degree,standard,completed,58,53,64,D
910,male,group E,associate's degree,free/reduced,none,46,35,45,F
911,female,group A,associate's degree,standard,none,83,74,75,B
912,female,group B,high school,standard,none,77,83,69,B
913,female,group E,associate's degree,free/reduced,none,57,55,42,D
914,female,group C,associate's degree,standard,completed,62,66,60,C
915,female,group B,some college,standard,none,77,68,70,B
916,female,group B,high school,standard,completed,52,55,65,D
917,male,group D,high school,standard,completed,73,91,58,B
918,male,group D,bachelor's degree,standard,completed,100,92,86,A
919,male,group C,some high school,free/reduced,completed,65,69,55,C
920,female,group E,associate's degree,standard,none,50,37,66,D
921,male,group C,master's degree,standard,none,74,88,63,B
922,female,group C,some high school,free/reduced,none,48,46,56,F
923,female,group C,high school,standard,none,39,54,53,F
924,female,group C,associate's degree,free/reduced,completed,75,73,71,B
925,male,group B,some high school,standard,none,77,82,60,B
926,male,group A,associate's degree,standard,none,57,65,44,D
927,male,group C,associate's degree,standard,none,56,53,65,D
928,female,group D,associate's degree,free/reduced,none,43,57,34,F
929,female,group A,some college,standard,completed,65,58,68,C
930,female,group C,associate's degree,free/reduced,none,49,59,52,D
931,male,group D,associate's degree,standard,completed,54,52,59,D
932,male,group D,high school,standard,none,88,88,87,A
933,male,group D,associate's degree,standard,completed,76,70,63,C
934,female,group D,bachelor's degree,standard,none,74,73,61,C
935,female,group D,associate's degree,standard,none,75,63,79,B
936,male,group B,some college,standard,none,72,74,63,C
937,female,group C,some college,standard,none,54,56,28,F
938,male,group C,some high school,standard,completed,71,65,75,B
939,female,group B,high school,standard,none,56,57,46,D
940,male,group A,some high school,standard,none,67,68,70,C
941,male,group B,master's degree,standard,completed,80,72,90,A
942,female,group C,high school,standard,none,54,55,55,D
943,male,group C,bachelor's degree,standard,none,45,38,58,F
944,male,group B,high school,standard,completed,69,92,69,B
945,male,group D,high school,standard,none,57,69,73,C
946,male,group E,some college,free/reduced,completed,34,42,29,F
947,female,group B,some college,standard,none,68,80,66,B
948,female,group E,bachelor's degree,standard,completed,86,63,88,B
949,female,group A,master's degree,free/reduced,completed,100,69,90,A
950,male,group E,bachelor's degree,standard,completed,66,62,76,C
951,female,group E,high school,standard,none,52,40,49,F
952,male,group A,bachelor's degree,free/reduced,completed,50,50,73,D
953,male,group D,high school,free/reduced,none,58,61,80,C
954,male,group E,bachelor's degree,free/reduced,completed,70,79,71,B
955,female,group E,some college,standard,none,48,39,56,F
956,female,group E,some college,standard,none,57,62,70,C
957,female,group C,high school,free/reduced,completed,32,37,26,F
958,female,group A,some high school,free/reduced,none,69,72,54,C
959,female,group D,high school,standard,none,48,46,63,D
960,female,group D,bachelor's degree,standard,completed,71,84,72,B
961,female,group D,bachelor's degree,standard,none,44,46,45,F
962,male,group C,master's degree,standard,none,59,78,59,C
963,male,group C,high school,free/reduced,none,51,45,29,F
964,male,group B,associate's degree,standard,none,62,70,60,C
965,female,group D,high school,standard,none,67,66,58,C
966,female,group A,associate's degree,standard,none,84,78,88,A
967,female,group D,some college,standard,none,71,77,79,B
968,male,group D,high school,standard,none,74,70,77,B
969,female,group C,associate's degree,standard,none,84,55,83,B
970,male,group C,high school,standard,none,69,38,52,D
971,male,group C,some college,free/reduced,none,54,69,61,C
972,male,group E,associate's degree,standard,none,77,88,80,A
973,male,group D,high school,standard,none,76,93,85,A
974,female,group C,master's degree,standard,completed,85,82,100,A
975,male,group B,some college,standard,none,38,29,25,F
976,female,group B,bachelor's degree,standard,none,52,50,50,D
977,male,group C,associate's degree,standard,none,58,59,51,D
978,male,group E,associate's degree,standard,none,74,63,73,C
979,female,group D,associate's degree,standard,completed,69,85,67,B
980,male,group B,bachelor's degree,free/reduced,completed,84,100,77,A
981,female,group D,associate's degree,standard,completed,89,90,93,A
982,female,group C,high school,standard,none,78,76,63,B
983,female,group D,some high school,standard,none,78,63,64,C
984,male,group B,associate's degree,standard,none,46,65,39,F
985,male,group D,some high school,standard,none,67,68,62,C
986,female,group E,high school,standard,none,51,50,41,F
987,male,group B,some high school,standard,none,35,45,40,F
988,male,group D,associate's degree,standard,none,58,53,57,D
989,male,group E,high school,free/reduced,completed,82,81,70,B
990,female,group B,associate's degree,free/reduced,none,64,50,72,C
991,female,group A,bachelor's degree,free/reduced,none,90,97,83,A
992,female,group D,bachelor's degree,standard,completed,75,73,83,B
993,female,group C,some college,standard,completed,100,100,90,A
994,male,group A,associate's degree,standard,none,65,63,64,C
995,female,group C,associate's degree,standard,none,62,61,56,D
996,male,group D,some college,standard,none,41,33,45,F
997,female,group B,associate's degree,standard,none,79,85,82,A
998,male,group C,high school,standard,none,52,45,49,F
999,female,group D,master's degree,standard,none,58,54,64,D
1000,male,group C,some high school,standard,none,79,77,67,B
